;Host Since;Host Response Rate;Host Verifications;Neighbourhood Group Cleansed;Longitude;Room Type;Accommodates;Bathrooms;Bedrooms;Amenities;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Availability 30;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count;Reviews per Month;Features
3157;2013-03-20;100.0;email,phone,reviews,manual_offline;Centro;-3.705418885528579;Entire home/apt;8;2.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;120.0;;35.0;6;0;5;109;83.0;8.0;8.0;9.0;9.0;9.0;8.0;strict;46.0;2.6;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
14509;2017-02-23;;email,phone,google,jumio,offline_government_id,government_id;Centro;-3.7062269616533734;Private room;1;3.0;1.0;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49;35.0;200.0;30.0;1;0;0;0;;;;;;;;strict;26.0;;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
3716;2014-11-24;100.0;email,phone,reviews,jumio;Fuencarral - El Pardo;-3.675401146424116;Private room;2;1.0;1.0;TV,Cable TV,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;35.0;200.0;20.0;1;0;11;10;98.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;1.0;0.38;Host Has Profile Pic,Host Identity Verified,Requires License
8252;2017-01-22;100.0;email,phone,reviews;Centro;-3.701745165673531;Entire home/apt;4;2.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry;70.0;250.0;30.0;2;15;5;10;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;4.69;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
12172;2013-04-01;100.0;email,phone,reviews,jumio;Centro;-3.7122161051332743;Entire home/apt;3;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;80.0;;;1;0;0;43;94.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;1.41;Host Has Profile Pic,Host Identity Verified,Requires License
13060;2015-10-16;100.0;email,phone,facebook,google,reviews;Ciudad Lineal;-3.652371343790888;Entire home/apt;4;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;51.0;150.0;;2;10;5;9;96.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate;1.0;2.23;Host Is Superhost,Host Has Profile Pic,Requires License,Instant Bookable
2947;2016-02-04;100.0;email,phone,linkedin,reviews,jumio,government_id;Centro;-3.7115982829107326;Entire home/apt;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Game console;60.0;250.0;;1;0;19;0;;;;;;;;strict;1.0;;Host Has Profile Pic,Host Identity Verified,Requires License
4695;2015-04-07;50.0;email,phone,reviews;Centro;-3.707091309745025;Private room;2;5.0;1.0;TV,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Fire extinguisher,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;32.0;200.0;;1;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;38.0;0.13;Host Has Profile Pic,Is Location Exact,Requires License
2478;2013-12-11;100.0;phone,reviews,jumio;Centro;-3.7083296382169095;Entire home/apt;4;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;110.0;100.0;;2;20;6;56;94.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;1.0;1.55;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
6275;2015-08-26;100.0;email,phone,facebook,reviews,jumio;Ciudad Lineal;-3.65290884904377;Private room;1;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;20.0;;;1;5;0;21;94.0;10.0;9.0;9.0;10.0;10.0;10.0;flexible;2.0;1.09;Host Has Profile Pic,Host Identity Verified,Requires License
9642;2012-04-28;100.0;email,phone,facebook,linkedin,reviews,sent_id;Centro;-3.7063190777627164;Entire home/apt;6;1.0;3.0;Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;85.0;150.0;25.0;2;15;9;19;97.0;9.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;1.44;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
510;2012-04-20;100.0;email,phone,reviews,jumio,work_email;Centro;-3.7030835195863654;Entire home/apt;4;1.0;1.0;Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;60.0;;;1;0;3;319;95.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.0;5.3;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
6407;2012-05-24;100.0;email,phone,facebook,reviews,jumio,work_email;Centro;-3.7103658621472535;Entire home/apt;4;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;60.0;100.0;30.0;2;15;6;126;95.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;4.0;2.6;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
7140;2014-02-22;100.0;email,phone,reviews,jumio;Moratalaz;-3.6574845328177177;Entire home/apt;4;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;49.0;150.0;25.0;2;10;12;39;91.0;10.0;9.0;10.0;10.0;9.0;9.0;moderate;6.0;2.25;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
5813;2010-06-29;100.0;email,phone,reviews;Usera;-3.7033311483728735;Entire home/apt;2;1.0;1.0;Air conditioning,Kitchen,Smoking allowed,Heating,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;40.0;200.0;40.0;1;0;14;13;78.0;8.0;8.0;10.0;10.0;7.0;8.0;strict;1.0;0.57;Host Has Profile Pic,Is Location Exact,Requires License
13214;2015-04-24;100.0;email,phone,facebook,reviews;Centro;-3.700848999108818;Entire home/apt;4;2.0;2.0;TV,Wireless Internet,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Shampoo;95.0;;;1;0;0;94;89.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;3.0;4.47;Host Has Profile Pic,Requires License,Instant Bookable
12844;2011-11-15;94.0;email,phone,reviews,jumio;Centro;-3.7028232152595737;Entire home/apt;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;82.0;200.0;32.0;2;11;7;10;96.0;9.0;10.0;10.0;10.0;10.0;9.0;moderate;51.0;0.32;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable,Require Guest Phone Verification
9262;2015-08-23;100.0;email,phone,reviews,jumio;Centro;-3.702307168294831;Private room;2;1.0;1.0;Internet,Wireless Internet,Kitchen,Washer,Essentials;33.0;;;2;0;7;106;85.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;2.0;5.55;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
3596;2016-03-06;100.0;email,phone,reviews;Tetuán;-3.696404491083469;Private room;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Hot tub,Heating,Family/kid friendly,Suitable for events,Washer,Carbon monoxide detector,Shampoo;24.0;;;1;10;0;7;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.0;0.59;Host Has Profile Pic,Requires License
3316;2014-10-29;;email,phone;Fuencarral - El Pardo;-3.717869233210997;Private room;1;1.0;1.0;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;30.0;;;1;0;0;0;;;;;;;;flexible;1.0;;Host Has Profile Pic,Requires License,Instant Bookable
3930;2014-06-26;100.0;email,phone,reviews;Centro;-3.7131592115132173;Entire home/apt;3;1.0;1.0;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials;52.0;;20.0;1;0;4;42;93.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;2.0;1.57;Host Has Profile Pic,Requires License,Instant Bookable
6017;2013-03-20;100.0;email,phone,reviews,manual_offline;Centro;-3.7072454737820064;Entire home/apt;3;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;46.0;;25.0;1;0;5;98;80.0;8.0;9.0;9.0;9.0;10.0;8.0;strict;46.0;3.79;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
10270;2014-10-06;100.0;email,phone,reviews,jumio;Centro;-3.697046571527197;Private room;2;1.5;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace;50.0;;20.0;1;10;0;38;89.0;8.0;9.0;9.0;10.0;10.0;9.0;strict;2.0;1.28;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
10161;2014-03-07;100.0;email,phone,reviews,jumio;Centro;-3.7068083346776004;Private room;2;1.0;1.0;Wireless Internet,Breakfast,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;50.0;;;1;0;10;109;92.0;9.0;9.0;10.0;10.0;10.0;9.0;flexible;2.0;2.96;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
13030;2016-10-15;100.0;email,phone,facebook,reviews,jumio,government_id;Tetuán;-3.693705283530478;Private room;1;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Dryer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;17.0;;;1;0;0;6;97.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;2.0;4.74;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
7321;2017-02-10;100.0;phone;Centro;-3.7100623956601018;Entire home/apt;4;1.0;3.0;TV,Wireless Internet,Kitchen,Pets allowed,Breakfast,Heating,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private entrance;80.0;94.0;20.0;1;0;0;0;;;;;;;;flexible;1.0;;Requires License
13495;2012-09-14;100.0;email,phone,reviews,jumio,offline_government_id,government_id;Salamanca;-3.689103530439362;Entire home/apt;4;2.0;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;160.0;;77.0;2;17;13;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;77.0;0.1;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
4798;2010-12-08;100.0;email,phone,reviews,jumio;Puente de Vallecas;-3.6670777804183423;Entire home/apt;2;1.0;1.0;TV,Kitchen,Heating,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;29.0;250.0;25.0;1;0;15;59;82.0;9.0;9.0;9.0;9.0;7.0;8.0;strict;4.0;3.33;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
13634;2015-12-07;;email,phone,facebook,reviews,jumio,government_id;Centro;-3.7135264781418016;Private room;1;1.5;1.0;TV,Wireless Internet,Smoking allowed,Elevator in building,Heating,Smoke detector,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;30.0;;;1;0;0;2;50.0;3.0;9.0;9.0;8.0;7.0;5.0;flexible;3.0;0.15;Host Has Profile Pic,Host Identity Verified,Requires License
10244;2012-07-12;;email,phone,reviews,jumio;Centro;-3.7076281673218237;Private room;1;2.0;1.0;Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;25.0;;5.0;1;0;0;11;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;1.63;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Requires License
2936;2012-08-15;100.0;email,phone,facebook,reviews,jumio,work_email;Centro;-3.7106236892189832;Entire home/apt;2;1.0;1.0;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50;89.0;100.0;25.0;1;10;6;33;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.0;1.33;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
3838;2013-11-11;100.0;email,phone,reviews,jumio;Centro;-3.705762177892824;Entire home/apt;2;1.0;0.0;TV,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer;38.0;;;1;0;3;192;84.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;5.0;8.4;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
1589;2012-07-16;100.0;email,phone,facebook,reviews,jumio,work_email;Tetuán;-3.70621783168338;Entire home/apt;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;80.0;;20.0;2;10;1;6;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.0;0.37;Host Has Profile Pic,Host Identity Verified,Requires License
2565;2016-02-18;100.0;email,phone,linkedin,jumio,offline_government_id,government_id;Chamartín;-3.6772605932727496;Entire home/apt;2;1.0;0.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace;40.0;100.0;20.0;1;5;8;0;;;;;;;;strict;1.0;;Host Has Profile Pic,Host Identity Verified,Requires License
6602;2015-04-19;100.0;email,phone,reviews,jumio;Centro;-3.7059742624596175;Entire home/apt;2;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Essentials,Shampoo;95.0;;10.0;1;0;19;15;93.0;10.0;9.0;10.0;9.0;10.0;9.0;moderate;1.0;0.65;Host Has Profile Pic,Host Identity Verified,Requires License
7977;2015-05-28;98.0;email,phone,reviews,jumio,work_email;Centro;-3.6960363845711517;Entire home/apt;2;1.0;0.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Dryer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;59.0;;15.0;1;0;4;19;85.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;6.0;1.89;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
11937;2016-12-04;100.0;email,phone,jumio,government_id;Chamberí;-3.7118398978596314;Private room;2;1.0;1.0;Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Lock on bedroom door,Laptop friendly workspace;45.0;;;1;20;30;0;;;;;;;;flexible;1.0;;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
2590;2016-08-10;100.0;email,phone,facebook,reviews;Chamberí;-3.7130447635780457;Private room;1;2.0;3.0;;35.0;;;1;0;29;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;2.0;Host Has Profile Pic,Requires License
6725;2016-09-26;100.0;email,phone,reviews;Chamberí;-3.710177261550768;Private room;2;1.0;1.0;TV,Wireless Internet,Smoking allowed,Elevator in building,Heating,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;30.0;;;1;0;0;26;96.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;1.0;4.36;Host Has Profile Pic,Requires License,Instant Bookable
10101;2012-11-07;94.0;email,phone,reviews,jumio;Centro;-3.7070709572597536;Entire home/apt;4;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron;55.0;200.0;25.0;2;19;15;15;88.0;9.0;9.0;9.0;9.0;10.0;8.0;strict;12.0;2.14;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
11718;2012-11-18;35.0;email,phone,reviews,jumio;Salamanca;-3.6683038321429815;Entire home/apt;4;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace;73.0;100.0;35.0;2;10;0;29;90.0;10.0;8.0;10.0;10.0;9.0;9.0;moderate;2.0;1.87;Host Has Profile Pic,Host Identity Verified,Requires License
10447;2015-06-24;;email,phone,reviews;Moratalaz;-3.6496248306429497;Private room;3;1.5;1.0;Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials;30.0;200.0;25.0;1;25;30;1;80.0;10.0;6.0;10.0;10.0;6.0;8.0;strict;1.0;0.05;Host Has Profile Pic,Requires License
13290;2016-11-18;100.0;email,reviews;Centro;-3.7001855079337673;Entire home/apt;6;2.0;3.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer;120.0;150.0;42.0;1;0;7;10;94.0;10.0;8.0;10.0;10.0;10.0;9.0;flexible;1.0;2.59;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
9842;2013-01-20;100.0;email,phone,facebook,reviews,jumio,government_id;Centro;-3.7097838761446416;Entire home/apt;5;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50;70.0;200.0;35.0;2;15;13;28;96.0;10.0;10.0;9.0;10.0;10.0;10.0;moderate;1.0;3.89;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
